# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "4" "-p" "-t" "CDS" "-g" "ID" "-a" "analyse/03_annotation/prokka_output/E745.gff" "-o" "analyse/07_rnaseq_counts/gene_counts.txt" "analyse/06_rnaseq_mapping/ERR1797969.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797970.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797971.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797972.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797973.sorted.bam" "analyse/06_rnaseq_mapping/ERR1797974.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	analyse/06_rnaseq_mapping/ERR1797969.sorted.bam	analyse/06_rnaseq_mapping/ERR1797970.sorted.bam	analyse/06_rnaseq_mapping/ERR1797971.sorted.bam	analyse/06_rnaseq_mapping/ERR1797972.sorted.bam	analyse/06_rnaseq_mapping/ERR1797973.sorted.bam	analyse/06_rnaseq_mapping/ERR1797974.sorted.bam
OMENCOFM_00321	CP014529.1	320486	321790	+	1305	30	28	32	12	9	11
OMENCOFM_00322	CP014529.1	321898	322755	+	858	36	28	28	22	40	29
OMENCOFM_00323	CP014529.1	322867	323187	-	321	28	36	44	22	15	16
OMENCOFM_00324	CP014529.1	323340	323735	+	396	17	14	15	14	31	2
OMENCOFM_00325	CP014529.1	323710	324720	+	1011	21	33	49	21	11	11
OMENCOFM_00326	CP014529.1	324748	325353	+	606	8	14	20	2	0	0
OMENCOFM_00327	CP014529.1	325500	326165	+	666	4	0	2	18	4	6
OMENCOFM_00328	CP014529.1	326448	327107	+	660	2	10	5	1	4	2
OMENCOFM_00329	CP014529.1	327184	328794	-	1611	8	14	10	13	14	4
OMENCOFM_00330	CP014529.1	328807	329427	-	621	0	0	0	2	4	2
OMENCOFM_00331	CP014529.1	329630	330583	+	954	9	12	6	7	12	0
OMENCOFM_00332	CP014529.1	330507	330755	-	249	0	0	0	0	0	0
OMENCOFM_00333	CP014529.1	331009	331608	+	600	2	4	4	8	4	12
OMENCOFM_00334	CP014529.1	331677	332978	-	1302	22	18	26	24	36	33
OMENCOFM_00335	CP014529.1	333558	334814	+	1257	115	138	95	229	219	205
OMENCOFM_00336	CP014529.1	335104	336981	+	1878	2	6	3	223	206	186
OMENCOFM_00337	CP014529.1	337224	338645	+	1422	2	0	2	69	58	63
OMENCOFM_00338	CP014529.1	338754	339569	+	816	1	0	0	12	6	11
OMENCOFM_00339	CP014529.1	339607	340122	+	516	0	0	0	4	6	4
OMENCOFM_00340	CP014529.1	340403	341422	-	1020	8	16	21	58	47	43
OMENCOFM_00341	CP014529.1	341444	342451	-	1008	4	2	4	11	8	14
OMENCOFM_00342	CP014529.1	342444	343109	-	666	0	1	4	3	2	0
OMENCOFM_00343	CP014529.1	343102	345396	-	2295	6	6	5	4	8	6
OMENCOFM_00344	CP014529.1	345656	347821	+	2166	18	21	10	10	4	10
OMENCOFM_00345	CP014529.1	348125	348958	+	834	2	2	4	0	0	4
OMENCOFM_00346	CP014529.1	349061	350722	-	1662	84	70	80	48	58	52
OMENCOFM_00347	CP014529.1	351599	352918	-	1320	18	4	11	6	15	8
OMENCOFM_00348	CP014529.1	353143	354111	+	969	11	15	4	16	6	7
OMENCOFM_00349	CP014529.1	354127	354570	+	444	2	1	4	2	0	6
OMENCOFM_00350	CP014529.1	355178	355708	-	531	2	2	0	4	6	2
OMENCOFM_00351	CP014529.1	355813	356364	+	552	20	34	24	2	4	8
OMENCOFM_00352	CP014529.1	356517	356990	-	474	6	6	8	16	9	6
OMENCOFM_00353	CP014529.1	357128	358600	+	1473	2	2	0	45	35	46
OMENCOFM_00354	CP014529.1	358597	359262	+	666	4	4	4	75	55	59
OMENCOFM_00355	CP014529.1	359659	359943	+	285	4	4	4	0	1	0
OMENCOFM_00356	CP014529.1	360224	360643	-	420	0	4	0	1	1	2
OMENCOFM_00357	CP014529.1	360645	361229	-	585	3	2	2	6	6	4
OMENCOFM_00358	CP014529.1	361276	362751	-	1476	13	4	0	0	6	4
OMENCOFM_00359	CP014529.1	362932	363243	+	312	8	6	2	0	2	8
OMENCOFM_00360	CP014529.1	363358	365694	-	2337	62	42	54	52	60	48
OMENCOFM_00361	CP014529.1	365836	366504	+	669	8	2	6	6	4	8
OMENCOFM_00362	CP014529.1	366507	367550	+	1044	44	31	44	40	16	15
OMENCOFM_00363	CP014529.1	367787	368668	-	882	3	4	0	22	25	12
OMENCOFM_00364	CP014529.1	368827	369555	+	729	0	2	0	4	4	4
OMENCOFM_00365	CP014529.1	369711	370028	+	318	8	4	8	5	16	18
OMENCOFM_00366	CP014529.1	370021	370629	+	609	6	18	13	12	10	8
OMENCOFM_00367	CP014529.1	370645	371475	+	831	11	32	29	30	33	43
OMENCOFM_00368	CP014529.1	371613	372101	+	489	9	18	15	35	27	23
OMENCOFM_00369	CP014529.1	372152	373024	+	873	37	50	30	11	48	26
OMENCOFM_00370	CP014529.1	373200	373562	+	363	2	2	5	41	30	14
OMENCOFM_00371	CP014529.1	373571	374323	+	753	3	13	14	51	57	44
OMENCOFM_00372	CP014529.1	374337	376139	+	1803	51	53	42	141	146	118
OMENCOFM_00373	CP014529.1	376416	377456	+	1041	8	10	8	14	12	16
OMENCOFM_00374	CP014529.1	377508	379652	-	2145	266	291	335	153	184	182
OMENCOFM_00375	CP014529.1	380009	381382	-	1374	7	3	1	0	0	0
OMENCOFM_00376	CP014529.1	381382	381777	-	396	7	6	23	0	4	0
OMENCOFM_00377	CP014529.1	381805	382722	-	918	76	59	64	23	34	26
OMENCOFM_00378	CP014529.1	382830	383843	-	1014	20	12	22	34	25	26
OMENCOFM_00379	CP014529.1	383924	384523	-	600	6	3	4	8	10	12
OMENCOFM_00380	CP014529.1	384709	385410	+	702	0	2	0	2	0	0
OMENCOFM_00381	CP014529.1	385420	388131	+	2712	9	16	12	24	22	30
OMENCOFM_00382	CP014529.1	388582	390210	+	1629	16	16	10	102	102	82
OMENCOFM_00383	CP014529.1	390270	391451	-	1182	8	6	22	0	8	8
OMENCOFM_00384	CP014529.1	391703	393232	+	1530	4	0	0	6	4	6
OMENCOFM_00385	CP014529.1	393301	394029	-	729	2	6	8	21	13	24
OMENCOFM_00386	CP014529.1	394042	395322	-	1281	14	10	3	27	14	26
OMENCOFM_00387	CP014529.1	395372	395482	-	111	4	2	7	14	10	12
OMENCOFM_00388	CP014529.1	395463	396065	-	603	51	55	43	91	55	75
OMENCOFM_00389	CP014529.1	396310	396516	+	207	2	2	6	20	26	20
OMENCOFM_00390	CP014529.1	396840	397547	+	708	14	32	14	104	97	74
OMENCOFM_00391	CP014529.1	397628	398311	-	684	8	16	16	20	28	18
OMENCOFM_00392	CP014529.1	398529	400715	+	2187	56	44	42	44	72	58
OMENCOFM_00393	CP014529.1	401061	401471	+	411	57	58	44	8	2	0
OMENCOFM_00394	CP014529.1	401485	401841	+	357	29	32	34	3	11	2
OMENCOFM_00398	CP014529.1	407595	408065	-	471	45	42	22	4	2	2
OMENCOFM_00399	CP014529.1	408224	408682	-	459	64	107	80	154	153	176
OMENCOFM_00400	CP014529.1	408853	409998	-	1146	51	37	31	173	222	194
OMENCOFM_00401	CP014529.1	410011	410928	-	918	47	34	47	169	186	139
OMENCOFM_00402	CP014529.1	411356	411919	+	564	75	106	85	235	226	199
OMENCOFM_00403	CP014529.1	412405	413664	+	1260	125	152	172	18	24	10
OMENCOFM_00404	CP014529.1	413651	414451	+	801	107	99	97	9	22	8
OMENCOFM_00405	CP014529.1	414454	415335	+	882	92	84	105	9	11	8
OMENCOFM_00406	CP014529.1	415332	416048	+	717	73	43	58	11	7	9
OMENCOFM_00407	CP014529.1	416054	416749	+	696	72	46	64	24	19	7
OMENCOFM_00408	CP014529.1	416765	417766	+	1002	79	96	101	20	27	10
OMENCOFM_00409	CP014529.1	417763	419124	+	1362	125	135	174	48	28	22
OMENCOFM_00410	CP014529.1	419084	420235	+	1152	81	78	75	37	11	8
OMENCOFM_00411	CP014529.1	420210	421379	+	1170	104	99	118	38	32	41
OMENCOFM_00412	CP014529.1	421554	422933	+	1380	97	118	93	54	92	62
OMENCOFM_00413	CP014529.1	423161	423313	+	153	0	0	0	0	0	0
OMENCOFM_00414	CP014529.1	423310	424011	+	702	4	0	6	0	4	0
OMENCOFM_00415	CP014529.1	424200	424868	+	669	8	15	4	7	12	8
OMENCOFM_00416	CP014529.1	425068	425388	-	321	4	9	5	10	17	3
OMENCOFM_00417	CP014529.1	425425	426807	-	1383	23	38	26	36	43	17
OMENCOFM_00418	CP014529.1	426963	428150	-	1188	2	8	6	2	6	6
OMENCOFM_00419	CP014529.1	428157	429188	-	1032	3	4	2	6	8	6
OMENCOFM_00420	CP014529.1	429191	430657	-	1467	2	0	2	32	31	28
OMENCOFM_00421	CP014529.1	430832	431737	+	906	2	4	10	8	8	12
OMENCOFM_00422	CP014529.1	431828	432505	+	678	6	6	10	12	6	8
OMENCOFM_00423	CP014529.1	432502	432672	+	171	4	4	2	13	4	2
OMENCOFM_00424	CP014529.1	432786	433682	+	897	66	94	70	47	48	24
OMENCOFM_00425	CP014529.1	433737	435107	-	1371	56	78	58	40	40	48
OMENCOFM_00426	CP014529.1	435345	436091	+	747	12	11	20	24	14	9
OMENCOFM_00427	CP014529.1	436088	436927	+	840	5	14	13	12	30	17
OMENCOFM_00428	CP014529.1	436928	437878	+	951	34	58	35	59	44	41
OMENCOFM_00429	CP014529.1	438019	438771	+	753	52	57	44	44	59	44
OMENCOFM_00430	CP014529.1	438790	439941	+	1152	116	145	101	78	92	61
OMENCOFM_00431	CP014529.1	440325	440933	+	609	76	135	84	184	192	237
OMENCOFM_00432	CP014529.1	441101	442738	+	1638	26	16	22	10	12	8
OMENCOFM_00433	CP014529.1	442810	443922	-	1113	4	0	12	32	22	34
OMENCOFM_00434	CP014529.1	443997	445370	-	1374	0	0	0	10	6	8
OMENCOFM_00435	CP014529.1	445591	446208	+	618	10	17	19	25	20	11
OMENCOFM_00436	CP014529.1	446306	446761	+	456	51	74	54	22	27	15
OMENCOFM_00437	CP014529.1	446779	448281	+	1503	75	105	75	28	46	36
OMENCOFM_00438	CP014529.1	448376	448582	+	207	4	10	0	2	4	1
OMENCOFM_00439	CP014529.1	448668	449069	+	402	200	198	175	34	26	8
OMENCOFM_00440	CP014529.1	449224	450555	+	1332	81	74	82	8	2	10
OMENCOFM_00441	CP014529.1	450577	451203	+	627	49	47	59	0	4	4
OMENCOFM_00442	CP014529.1	451386	451967	+	582	6	16	10	26	16	30
OMENCOFM_00443	CP014529.1	452699	453046	+	348	6	6	12	8	4	2
OMENCOFM_00444	CP014529.1	453046	453261	+	216	7	10	8	2	0	0
OMENCOFM_00445	CP014529.1	453466	453804	-	339	0	0	0	0	0	0
OMENCOFM_00446	CP014529.1	454091	454321	+	231	6	8	14	18	12	17
OMENCOFM_00447	CP014529.1	454321	454662	+	342	0	3	5	6	12	12
OMENCOFM_00448	CP014529.1	455512	455697	+	186	0	0	0	0	0	4
OMENCOFM_00449	CP014529.1	456202	456396	+	195	2	0	0	0	2	0
OMENCOFM_00450	CP014529.1	457080	457910	-	831	20	12	32	0	2	4
OMENCOFM_00451	CP014529.1	458118	459452	+	1335	12	12	16	6	2	4
OMENCOFM_00452	CP014529.1	459493	460404	+	912	2	4	8	0	3	0
OMENCOFM_00453	CP014529.1	460401	461255	+	855	3	6	3	4	0	0
OMENCOFM_00454	CP014529.1	461252	461869	+	618	0	1	0	4	1	0
OMENCOFM_00455	CP014529.1	461871	462389	+	519	4	0	8	0	9	0
OMENCOFM_00456	CP014529.1	462687	463145	+	459	0	0	0	0	0	0
OMENCOFM_00457	CP014529.1	463158	467195	+	4038	0	1	0	0	0	0
OMENCOFM_00458	CP014529.1	467195	468508	+	1314	0	1	0	2	0	0
OMENCOFM_00459	CP014529.1	468501	470198	+	1698	0	0	0	2	2	2
OMENCOFM_00460	CP014529.1	470272	471165	+	894	0	0	0	0	2	0
OMENCOFM_00461	CP014529.1	471349	472023	+	675	44	42	48	44	63	45
OMENCOFM_00462	CP014529.1	472041	473066	+	1026	42	41	18	52	46	38
OMENCOFM_00463	CP014529.1	473155	474021	+	867	33	63	48	233	244	228
OMENCOFM_00464	CP014529.1	474058	475434	+	1377	24	25	32	207	133	158
OMENCOFM_00465	CP014529.1	475535	476731	-	1197	136	201	160	101	94	68
OMENCOFM_00466	CP014529.1	476855	477517	-	663	59	74	68	38	42	54
OMENCOFM_00467	CP014529.1	477745	478308	+	564	27	19	28	51	36	40
OMENCOFM_00468	CP014529.1	478321	478605	+	285	13	3	11	19	15	14
OMENCOFM_00469	CP014529.1	478624	479316	+	693	27	39	37	62	75	62
OMENCOFM_00470	CP014529.1	479328	479873	+	546	18	31	26	23	26	29
OMENCOFM_00471	CP014529.1	480144	483422	+	3279	4	2	0	2	2	2
OMENCOFM_00472	CP014529.1	483963	485870	-	1908	102	117	160	127	149	148
OMENCOFM_00473	CP014529.1	486000	486875	+	876	46	55	73	51	46	31
OMENCOFM_00474	CP014529.1	486955	487929	+	975	148	190	165	206	131	138
OMENCOFM_00475	CP014529.1	488118	489254	+	1137	16	32	30	74	66	66
OMENCOFM_00476	CP014529.1	489391	489735	+	345	26	27	18	29	45	37
OMENCOFM_00477	CP014529.1	490006	491292	+	1287	6	12	12	6	16	4
OMENCOFM_00478	CP014529.1	491430	492029	-	600	10	12	14	5	0	4
OMENCOFM_00479	CP014529.1	492433	493554	+	1122	104	150	108	104	108	126
OMENCOFM_00480	CP014529.1	493800	495221	+	1422	38	63	61	0	2	2
OMENCOFM_00481	CP014529.1	495235	496353	+	1119	69	68	85	6	4	6
OMENCOFM_00482	CP014529.1	496413	497705	-	1293	2	20	8	4	2	0
OMENCOFM_00483	CP014529.1	497855	498415	+	561	15	22	29	24	20	19
OMENCOFM_00484	CP014529.1	498544	498921	+	378	16	34	12	28	31	21
OMENCOFM_00485	CP014529.1	498956	500926	+	1971	135	159	135	116	132	110
OMENCOFM_00486	CP014529.1	501137	502084	-	948	8	14	4	26	32	48
OMENCOFM_00487	CP014529.1	502330	502794	+	465	37	39	39	24	21	13
OMENCOFM_00488	CP014529.1	502856	503899	-	1044	0	8	4	20	10	38
OMENCOFM_00489	CP014529.1	504276	505241	-	966	0	2	0	0	5	2
OMENCOFM_00490	CP014529.1	505475	506320	+	846	27	29	33	32	10	25
OMENCOFM_00491	CP014529.1	506511	507698	+	1188	74	68	84	202	233	130
OMENCOFM_00492	CP014529.1	507704	508060	+	357	10	8	8	34	38	39
OMENCOFM_00493	CP014529.1	508062	508400	+	339	37	29	21	52	33	55
OMENCOFM_00494	CP014529.1	508786	509829	+	1044	8	14	8	45	60	35
OMENCOFM_00495	CP014529.1	509822	510508	+	687	8	18	9	50	39	49
OMENCOFM_00496	CP014529.1	510532	511380	+	849	54	43	42	81	51	88
OMENCOFM_00497	CP014529.1	511577	512350	+	774	31	39	36	43	55	30
OMENCOFM_00498	CP014529.1	512363	513649	+	1287	165	155	160	98	90	50
OMENCOFM_00499	CP014529.1	513646	514881	+	1236	72	85	99	40	53	65
OMENCOFM_00500	CP014529.1	514868	515338	+	471	42	70	36	35	24	47
OMENCOFM_00501	CP014529.1	515343	516734	+	1392	194	234	209	139	143	122
OMENCOFM_00502	CP014529.1	516829	517971	-	1143	23	32	24	26	40	17
OMENCOFM_00503	CP014529.1	518010	518744	-	735	6	8	6	14	12	6
OMENCOFM_00504	CP014529.1	518976	519251	+	276	2	0	2	2	7	2
OMENCOFM_00505	CP014529.1	519349	521346	+	1998	10	8	4	4	7	14
OMENCOFM_00506	CP014529.1	521422	521757	-	336	6	2	8	4	10	4
OMENCOFM_00507	CP014529.1	521886	522101	+	216	0	0	0	0	0	0
OMENCOFM_00508	CP014529.1	522138	522503	+	366	0	0	0	0	2	0
OMENCOFM_00509	CP014529.1	522540	522866	+	327	0	0	0	0	0	2
OMENCOFM_00510	CP014529.1	523020	523745	+	726	0	0	0	0	0	0
OMENCOFM_00511	CP014529.1	524255	525847	+	1593	26	26	20	36	40	36
OMENCOFM_00512	CP014529.1	525840	527084	+	1245	40	28	26	51	34	52
OMENCOFM_00513	CP014529.1	527098	530247	+	3150	144	160	144	164	175	161
OMENCOFM_00514	CP014529.1	530965	532410	-	1446	10	6	12	2	4	0
OMENCOFM_00515	CP014529.1	533741	534406	-	666	16	8	2	0	4	8
OMENCOFM_00516	CP014529.1	534532	536568	+	2037	0	2	0	4	2	2
OMENCOFM_00517	CP014529.1	536572	537210	+	639	0	0	0	0	5	4
OMENCOFM_00518	CP014529.1	537238	537666	+	429	2	4	0	2	2	2
OMENCOFM_00519	CP014529.1	538123	539034	+	912	34	42	43	297	282	293
OMENCOFM_00520	CP014529.1	539251	539688	+	438	10	8	4	2	2	2
OMENCOFM_00521	CP014529.1	539783	540667	+	885	61	66	34	22	26	12
OMENCOFM_00522	CP014529.1	540891	544058	+	3168	2	1	2	2	0	2
OMENCOFM_00523	CP014529.1	544078	544623	+	546	0	0	2	0	0	0
OMENCOFM_00524	CP014529.1	544651	545106	+	456	0	0	0	0	0	1
OMENCOFM_00525	CP014529.1	545103	545861	+	759	2	2	2	0	0	4
OMENCOFM_00526	CP014529.1	545947	546687	-	741	6	8	10	16	6	9
OMENCOFM_00527	CP014529.1	546748	548001	+	1254	4	2	0	4	8	10
OMENCOFM_00528	CP014529.1	548323	548550	+	228	0	2	2	0	2	0
OMENCOFM_00529	CP014529.1	548673	548999	+	327	13	17	25	20	10	10
OMENCOFM_00530	CP014529.1	549067	549780	+	714	65	49	59	24	38	30
OMENCOFM_00531	CP014529.1	550090	550941	+	852	74	58	60	16	22	10
OMENCOFM_00532	CP014529.1	550955	551104	+	150	0	0	0	0	0	0
OMENCOFM_00533	CP014529.1	551062	552927	+	1866	0	15	0	4	4	6
OMENCOFM_00534	CP014529.1	553012	554382	+	1371	4	2	6	12	8	12
OMENCOFM_00535	CP014529.1	554490	555191	+	702	20	6	14	6	10	10
OMENCOFM_00536	CP014529.1	555341	555829	+	489	26	29	33	14	13	17
OMENCOFM_00537	CP014529.1	555890	556000	+	111	8	12	10	1	4	1
OMENCOFM_00538	CP014529.1	556677	557252	+	576	4	4	4	72	81	52
OMENCOFM_00539	CP014529.1	557252	557692	+	441	6	2	10	102	126	113
OMENCOFM_00540	CP014529.1	557708	558409	+	702	11	8	8	160	147	120
OMENCOFM_00541	CP014529.1	558638	558811	-	174	6	13	19	25	15	22
OMENCOFM_00542	CP014529.1	558897	559322	-	426	16	33	14	27	41	44
OMENCOFM_00543	CP014529.1	559696	560667	+	972	2	4	4	20	12	14
OMENCOFM_00544	CP014529.1	560699	562096	+	1398	5	6	8	28	20	14
OMENCOFM_00545	CP014529.1	562255	562878	+	624	6	12	6	17	12	16
OMENCOFM_00546	CP014529.1	563627	565720	+	2094	20	22	34	56	38	34
OMENCOFM_00547	CP014529.1	565880	566746	+	867	2	0	2	2	6	0
OMENCOFM_00548	CP014529.1	566768	567205	-	438	84	71	106	6	24	22
OMENCOFM_00549	CP014529.1	567894	570542	+	2649	15	9	19	82	78	81
OMENCOFM_00550	CP014529.1	570629	571300	+	672	24	29	43	118	105	112
OMENCOFM_00551	CP014529.1	571277	571876	-	600	14	12	29	28	40	29
OMENCOFM_00552	CP014529.1	571947	573020	+	1074	0	1	2	4	0	4
OMENCOFM_00553	CP014529.1	573022	573702	+	681	4	3	0	4	2	0
OMENCOFM_00554	CP014529.1	573719	574558	+	840	0	2	2	4	2	4
OMENCOFM_00555	CP014529.1	574589	575812	+	1224	0	0	4	4	2	6
OMENCOFM_00556	CP014529.1	576215	577633	+	1419	29	33	48	27	17	30
OMENCOFM_00557	CP014529.1	578137	578580	-	444	70	73	63	9	21	18
OMENCOFM_00558	CP014529.1	578798	580138	-	1341	46	66	57	8	6	0
OMENCOFM_00559	CP014529.1	580406	581302	+	897	56	40	52	16	14	8
OMENCOFM_00560	CP014529.1	581452	582393	-	942	74	122	74	94	96	90
OMENCOFM_00561	CP014529.1	582519	583640	+	1122	16	26	12	14	16	8
OMENCOFM_00562	CP014529.1	583898	585400	+	1503	33	59	56	27	9	17
OMENCOFM_00563	CP014529.1	585467	585994	+	528	29	29	13	26	28	24
OMENCOFM_00564	CP014529.1	586205	587266	+	1062	4	2	7	2	3	6
OMENCOFM_00565	CP014529.1	587269	588165	+	897	2	3	3	7	4	10
OMENCOFM_00566	CP014529.1	588179	590161	+	1983	8	10	10	10	20	14
OMENCOFM_00567	CP014529.1	590226	590672	-	447	28	10	18	34	34	28
OMENCOFM_00568	CP014529.1	590883	592307	+	1425	105	82	64	95	112	80
OMENCOFM_00569	CP014529.1	592488	593261	-	774	21	34	16	27	31	15
OMENCOFM_00570	CP014529.1	593258	594163	-	906	32	40	28	40	26	46
OMENCOFM_00571	CP014529.1	594317	594637	-	321	0	2	0	1	1	4
OMENCOFM_00572	CP014529.1	595111	595797	+	687	29	41	34	93	80	92
OMENCOFM_00573	CP014529.1	595799	596743	+	945	42	59	43	116	98	77
OMENCOFM_00574	CP014529.1	596942	597586	+	645	38	41	33	48	75	61
OMENCOFM_00575	CP014529.1	597665	598942	+	1278	2	6	6	33	35	41
OMENCOFM_00576	CP014529.1	599126	599875	-	750	10	10	12	50	55	46
OMENCOFM_00577	CP014529.1	600205	600585	+	381	2	2	4	12	6	5
OMENCOFM_00578	CP014529.1	600681	601190	+	510	20	8	8	19	43	12
OMENCOFM_00579	CP014529.1	601267	601446	+	180	13	36	23	37	49	37
OMENCOFM_00580	CP014529.1	601501	602064	+	564	73	94	88	104	95	96
OMENCOFM_00581	CP014529.1	602111	602626	-	516	17	9	11	8	10	7
OMENCOFM_00582	CP014529.1	602652	603521	-	870	50	68	63	56	55	61
OMENCOFM_00583	CP014529.1	603647	604327	+	681	8	20	14	10	27	11
OMENCOFM_00584	CP014529.1	604480	605460	+	981	34	38	38	131	156	152
OMENCOFM_00585	CP014529.1	605583	606056	+	474	11	9	12	14	6	13
OMENCOFM_00586	CP014529.1	606049	606573	+	525	17	28	25	23	13	10
OMENCOFM_00587	CP014529.1	607063	607596	-	534	11	30	32	14	18	18
OMENCOFM_00588	CP014529.1	608460	609212	-	753	18	34	22	18	19	18
OMENCOFM_00589	CP014529.1	609325	610245	+	921	22	15	29	11	12	12
OMENCOFM_00590	CP014529.1	610318	611253	+	936	54	38	46	141	130	106
OMENCOFM_00591	CP014529.1	611551	613029	+	1479	0	0	2	0	0	0
OMENCOFM_00592	CP014529.1	613306	615366	+	2061	2	1	8	3	2	2
OMENCOFM_00593	CP014529.1	615449	616018	+	570	46	30	31	15	10	24
OMENCOFM_00594	CP014529.1	616193	616999	-	807	12	11	6	18	10	8
OMENCOFM_00595	CP014529.1	617137	618651	+	1515	16	17	24	14	18	20
OMENCOFM_00596	CP014529.1	619054	620037	-	984	46	84	66	50	39	40
OMENCOFM_00597	CP014529.1	620042	620689	-	648	18	40	29	22	16	19
OMENCOFM_00598	CP014529.1	620774	621406	-	633	12	6	15	4	13	3
OMENCOFM_00599	CP014529.1	621422	621973	-	552	12	19	16	25	21	23
OMENCOFM_00600	CP014529.1	621970	622707	-	738	27	41	34	24	16	23
OMENCOFM_00601	CP014529.1	622704	623693	-	990	25	29	18	15	14	9
OMENCOFM_00602	CP014529.1	623951	624493	+	543	0	2	1	6	10	23
OMENCOFM_00603	CP014529.1	624510	625595	+	1086	16	22	13	34	18	23
OMENCOFM_00604	CP014529.1	625607	626413	+	807	2	8	4	21	18	11
OMENCOFM_00605	CP014529.1	626414	627241	+	828	12	14	16	32	19	22
OMENCOFM_00606	CP014529.1	627238	628311	+	1074	29	48	25	58	37	35
OMENCOFM_00607	CP014529.1	628817	631435	+	2619	62	78	71	142	186	146
OMENCOFM_00608	CP014529.1	631578	632000	+	423	103	91	98	0	0	0
OMENCOFM_00609	CP014529.1	632012	632506	+	495	29	26	42	0	0	0
OMENCOFM_00610	CP014529.1	632527	633336	+	810	39	23	47	4	3	3
OMENCOFM_00611	CP014529.1	633333	634154	+	822	7	6	11	2	4	6
OMENCOFM_00612	CP014529.1	634205	636304	+	2100	2	0	2	2	4	5
OMENCOFM_00613	CP014529.1	636301	637419	+	1119	0	0	2	3	4	0
OMENCOFM_00614	CP014529.1	637458	638336	+	879	0	8	2	0	4	4
OMENCOFM_00615	CP014529.1	639703	640515	-	813	6	2	10	12	15	12
OMENCOFM_00616	CP014529.1	640678	640785	+	108	0	0	2	1	1	0
OMENCOFM_00617	CP014529.1	640843	641910	+	1068	0	4	0	0	4	0
OMENCOFM_00618	CP014529.1	642052	642255	+	204	0	0	2	0	2	0
OMENCOFM_00619	CP014529.1	642315	643517	+	1203	8	10	8	10	6	4
OMENCOFM_00620	CP014529.1	644166	645296	+	1131	10	12	14	30	38	20
OMENCOFM_00621	CP014529.1	645409	646362	-	954	4	12	10	0	8	2
OMENCOFM_00622	CP014529.1	646671	647063	+	393	146	163	237	213	211	187
OMENCOFM_00623	CP014529.1	647091	648431	+	1341	797	880	995	759	806	781
OMENCOFM_00624	CP014529.1	649157	649402	+	246	8	1	4	9	7	12
OMENCOFM_00625	CP014529.1	649624	651234	+	1611	24	24	26	157	177	131
OMENCOFM_00626	CP014529.1	651526	652395	+	870	706	889	729	4240	4385	4000
OMENCOFM_00627	CP014529.1	652560	653831	+	1272	78	71	111	106	103	116
OMENCOFM_00628	CP014529.1	653828	655123	+	1296	52	51	36	61	73	52
OMENCOFM_00629	CP014529.1	655222	655485	+	264	100	131	132	507	613	501
OMENCOFM_00630	CP014529.1	655930	656379	+	450	0	0	0	2	0	0
OMENCOFM_00631	CP014529.1	656436	657854	+	1419	0	2	0	0	2	0
OMENCOFM_00632	CP014529.1	657854	658714	+	861	2	2	4	0	0	2
OMENCOFM_00633	CP014529.1	658924	659661	+	738	0	4	4	0	2	2
OMENCOFM_00634	CP014529.1	659808	660173	+	366	57	60	43	9	6	5
OMENCOFM_00635	CP014529.1	660321	661529	-	1209	2	5	0	10	20	6
OMENCOFM_00636	CP014529.1	661548	661826	-	279	0	0	0	0	2	2
OMENCOFM_00637	CP014529.1	661980	662675	+	696	2	9	2	16	10	11
OMENCOFM_00638	CP014529.1	663117	663914	-	798	125	142	127	77	51	60
OMENCOFM_00639	CP014529.1	663911	665095	-	1185	106	139	132	43	46	57
OMENCOFM_00640	CP014529.1	665120	666367	-	1248	177	222	160	53	52	46
OMENCOFM_00641	CP014529.1	666582	668327	+	1746	95	105	84	191	178	146
OMENCOFM_00642	CP014529.1	668347	668661	+	315	16	22	26	37	42	19
OMENCOFM_00643	CP014529.1	668686	669282	+	597	63	70	69	116	77	100
OMENCOFM_00644	CP014529.1	669346	669990	+	645	92	95	76	143	97	117
OMENCOFM_00645	CP014529.1	670005	670334	+	330	40	44	40	33	30	32
OMENCOFM_00646	CP014529.1	670348	671286	+	939	28	46	37	68	81	63
OMENCOFM_00647	CP014529.1	671322	672146	+	825	95	106	115	93	131	114
OMENCOFM_00648	CP014529.1	672139	672486	+	348	28	43	34	21	33	37
OMENCOFM_00649	CP014529.1	672555	673427	+	873	3	8	2	26	30	22
OMENCOFM_00650	CP014529.1	673536	674657	+	1122	47	36	44	19	10	14
OMENCOFM_00651	CP014529.1	674711	675313	-	603	12	11	18	40	26	26
OMENCOFM_00652	CP014529.1	675628	677817	-	2190	106	110	136	153	151	167
OMENCOFM_00653	CP014529.1	678143	678910	+	768	28	10	12	6	11	6
OMENCOFM_00654	CP014529.1	678900	680942	+	2043	102	120	109	40	72	70
OMENCOFM_00655	CP014529.1	681223	681372	+	150	0	0	0	2	5	8
OMENCOFM_00656	CP014529.1	681383	682897	+	1515	9	8	3	64	48	47
OMENCOFM_00657	CP014529.1	682894	684099	+	1206	17	25	22	57	59	82
